ID,label,predicted_label,text
313707442187931649,-1,-1,"@Rob_Vaessen @Batavierenrace of je nu rent van Nijmegen naar Enschede of vice versa dat maakt niet zo veel uit leek me toen, dezelfde route"
314657745116753920,-1,-1,Vanavond is de laatste #Batavierenrace training bij #Aquila. Om 19:00 verzamelen bij het #OS en om 21:00 gezellig samen eten! Tot vanavond!
314698135408627712,-1,-1,Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314700506780037120,-1,-1,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314701574695948288,-1,-1,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314716125504090113,-1,-1,"Terug van 6,5 km hardlopen in de zon, die batavierenrace komt sowieso wel goed! Cascaderun hopelijk ook :)"
314718211025281025,-1,-1,RT @ASAVAquila: Vanavond is de laatste #Batavierenrace training bij #Aquila. Om 19:00 verzamelen bij het #OS en om 21:00 gezellig samen  ...
314748658161709056,-1,-1,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314755230522822657,-1,-1,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314819983240744960,-1,-1,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
314857071818448896,-1,-1,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
315038923367776256,-1,-1,"Batavierenrace, loop en feest mee! geblgod op HAN Studentenweblog Sport en Bewegen http://t.co/0z9GBzdFIf #HANnl #HAN_SenB"
315039630057672704,-1,-1,"RT Hs. Arnhem Nijmegen: ""Batavierenrace, loop en feest mee!"" geblgod op HAN Studentenweblog Sport en Bewegen http://t.co/6JC30E2fJ9 #..."
315085644617625600,-1,-1,Gisteravond de 3e en laatste gezamenlijke Batatraining gehad. Een goede en enthousiaste groep! Op naar de #Roetersrun en de #Batavierenrace
315088605964021762,-1,-1,Loop jij mee in de Batavierenrace? Heb je je al aangemeld voor bata4life? Nu doen!  http://t.co/H8jXXciKdZ
315088667116965888,-1,-1,RT @UniTeamAdam: Gisteravond de 3e en laatste gezamenlijke Batatraining gehad. Een goede en enthousiaste groep! Op naar de #Roetersrun e ...
315089238490238978,-1,-1,Heb jij vroeger deelgenomen aan de Batavierenrace? Steun je oude team dan in hun actie voor bata4life! http://t.co/H8jXXciKdZ
315091047728431105,-1,-1,RT @UniTeamAdam: Gisteravond de 3e en laatste gezamenlijke Batatraining gehad. Een goede en enthousiaste groep! Op naar de #Roetersrun e ...
315093702181810176,-1,-1,RT @alumniUT: Loop jij mee in de Batavierenrace? Heb je je al aangemeld voor bata4life? Nu doen!  http://t.co/H8jXXciKdZ
315094889975123968,-1,-1,RT @alumniUT: Heb jij vroeger deelgenomen aan de Batavierenrace? Steun je oude team dan in hun actie voor bata4life! http://t.co/H8jXXciKdZ
315098544866488321,-1,-1,Heb jij vroeger deelgenomen aan de Batavierenrace? Steun je oude team dan in hun actie voor bata4life! PlsRT! http://t.co/H8jXXciKdZ
315098665310101504,-1,-1,Loop jij mee in de Batavierenrace? Heb je je al aangemeld voor bata4life? Nu doen! PlsRT http://t.co/H8jXXciKdZ
315160960274935811,-1,-1,@alumniUT: vroeger deelgenomen aan de Batavierenrace? Steun je oude team dan in hun actie voor bata4life! PlsRT! http://t.co/uhMZki8frO
315217420388282368,-1,-1,RT @UniTeamAdam: Gisteravond de 3e en laatste gezamenlijke Batatraining gehad. Een goede en enthousiaste groep! Op naar de #Roetersrun e ...
315468130589741057,-1,-1,"Jaac in training voor Batavierenrace, dus goede reden om samen de koud te  trotseren! #hardlopen #tegenwind #bikkelen"
315813013166882816,-1,-1,RT @alumniUT: Loop jij mee in de Batavierenrace? Heb je je al aangemeld voor bata4life? Nu doen! PlsRT http://t.co/H8jXXciKdZ
316133766491947008,-1,-1,Batavierenrace lanceert Bata4life.nl in de strijd tegen kanker! - Nieuwsbank (persbericht) (abonnement) http://t.co/je4EIAzxXZ
316216272784351234,-1,-1,27 april is alweer de 41e Batavierenrace. Heeft jouw team al een busje geregeld? In heel het land worden in rap... http://t.co/GaTrRF9KJu
316217155890847744,-1,-1,27 april is alweer de 41e #Batavierenrace. Heeft jouw team al een busje geregeld? In heel het land worden in rap... http://t.co/g1jE1u3g8K
316475989221834752,-1,-1,batavierenrace test
316476188958814208,-1,-1,batavierenrace test 2
316611423461572608,-1,-1,Sinds de @7Hloop voor het eerst weer hardgelopen voor het volgende project: midden in de nacht 9 km door Duitsland lopen #batavierenrace
316641453868736513,-1,-1,Batavierenrace lanceert Bata4life.nl in de strijd tegen #kanker! (via @G4Porg) - http://t.co/ME5dPV6lI8
316830499463122944,-1,-1,Nieuw artikel: ESN goes Batavierenrace http://t.co/AEMCLHtClj
316935324150419457,-1,-1,De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/ZgAKxvbOFw
316935563326410754,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316935909054484480,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316936454389501956,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316936774473621504,-1,-1,#ut De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen ten bate...: D... http://t.co/hfFTzHVfTD  Fbook-prikbord-UT
316936815628128256,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316940189761163265,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316955095004770304,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316960605808492544,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316963896839770114,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
316998181936312320,-1,-1,Liggen we op schema? @rdekinkelder @vheijmer #batavierenrace #winningteam
317268102532440064,-1,-1,RT @UTwente: De Batavierenrace 2013 zal proberen zoveel mogelijk geld in te zamelen voor KWF Kankerbestrijding (@kwf_nl). http://t.co/Zg ...
317563095448973312,-1,-1,Een leuk artikel ter promotie van de samenwerking tussen @batavierenrace en @kwf_nl Doneer nu! http://t.co/eP6pxgkqXh
317568259060813824,-1,-1,Alle lopers vd Batavierenrace: registreer je op bata4life en ga op jacht naar sponsoren voor KWF Kankerbestrijding! http://t.co/1qXYCdHOjt
317568347082469378,-1,-1,Alle lopers vd Batavierenrace: registreer je op bata4life en ga op jacht naar sponsoren voor KWF Kankerbestrijding! http://t.co/H8jXXciKdZ
317568458374123520,-1,-1,Alle lopers vd Batavierenrace: registreer je op bata4life en ga op jacht naar sponsoren voor KWF Kankerbestrijding! http://t.co/tZuHqPJ11y
317616455111806976,-1,-1,"@LigtenbergK Ergens in mei zou beter uitkomen, ik zit nu op een trainingsdieet voor de Batavierenrace! :)"
317635662507548672,-1,-1,Sponsor mijn zoon en Aloha tijdens de @Batavierenrace via http://t.co/mSOS8tqmLF
317635957010604034,-1,-1,Sponsor mijn zoon en Aloha tijdens de @Batavierenrace via http://t.co/mSOS8tqmLF
317636470284353536,-1,-1,Sponsor mijn zoon en Aloha tijdens de @Batavierenrace via http://t.co/mSOS8tqmLF en steun het @KWF_nl in hun strijd tegen kanker.
317645402008592384,-1,-1,Please RT: Sponsor mijn zoon en Aloha tijdens de @Batavierenrace via http://t.co/mSOS8tqmLF  en steun het @KWF_nl in hun strijd tegen kanker
317665182488862720,-1,-1,@joachimw @Titchener @cbokhove Boekelo! Batavierenrace 1982-1986! Trekt dt evenement de huizenprijzen niet gigantisch omhoog?
318003918149939200,-1,-1,Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co/X98Xg6v8EE
318004491481907201,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
318012123567493121,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
318018404839723008,-1,-1,RT @Batavierenrace: Sta op tegen kanker! Contracten tussen #KWF en #Batavierenrace zijn getekend. Doneer op http://t.co/GXu7Pbrds7!
318109321361756160,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
318145269105565698,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
318271921710055425,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
318308162333728768,-1,-1,"Lopers van de #batavierenrace kunnen zich dit jaar laten sponsoren voor #KWF Kankerbestrijding. Goed initiatief, #bata4life."
318467804011569152,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
318685232662462465,-1,-1,T-shirt en korte broek aan en hardlopen maar! Moet nog wel wat gebeuren om m'n #Batavierenrace etappe goed te lopen!
318690880397660160,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
318703821054435331,-1,-1,@frunning ik in de Batavierenrace. Mijn kennismaking met de edele hardloopsport. Daarvoor zwom ik.
318812575938772992,-1,-1,"Studieontwijkend gedrag van het maximale niveau: trainen voor de batavierenrace, terwijl ik een pesthekel aan hardlopen heb!"
318821568937590784,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
319049465120059394,-1,-1,RT @ConcepTTwente: Het batavierenrace-team van ConcepT zoekt nog 2 mannen en 2 vrouwen om het team compleet te maken. Loop jij al mee?
319053595830009856,-1,-1,Alle deelnemers aan de #Roetersrun heel veel succes gewenst! Op naar het #UniTeamAdam en de #Batavierenrace! @SportraadSSA @ASAVAquila
319053697600614400,-1,-1,RT @UniTeamAdam: Alle deelnemers aan de #Roetersrun heel veel succes gewenst! Op naar het #UniTeamAdam en de #Batavierenrace! @Sportraad ...
319055012774957056,-1,-1,RT @UniTeamAdam: Alle deelnemers aan de #Roetersrun heel veel succes gewenst! Op naar het #UniTeamAdam en de #Batavierenrace! @Sportraad ...
319055527625756672,-1,-1,RT @UniTeamAdam: Alle deelnemers aan de #Roetersrun heel veel succes gewenst! Op naar het #UniTeamAdam en de #Batavierenrace! @Sportraad ...
319065041989152768,-1,-1,Etappes nachtploeg van 41e Batavierenrace fors veranderd. Nu 2 lange etappes van 10km. Captain Josje heeft nu wat  aanpassingsprobleempjes.
319078864624160768,-1,-1,RT @UniTeamAdam: Alle deelnemers aan de #Roetersrun heel veel succes gewenst! Op naar het #UniTeamAdam en de #Batavierenrace! @Sportraad ...
319082032401637380,-1,-1,RT @UniTeamAdam: Alle deelnemers aan de #Roetersrun heel veel succes gewenst! Op naar het #UniTeamAdam en de #Batavierenrace! @Sportraad ...
319105714343780352,-1,-1,Tijdens de batavierenrace mag ik de herstart lopen van Ulft naar.... Kramp.. Hopelijk is de plaatsnaam geen voorbode voor de race zelf!
319126145931022336,-1,-1,Vergeet je niet op te geven voor batavierenrace! Een etappe lopen en dan heerlijk genieten van een megafeest in Enschede
319126866734743552,-1,-1,JAWS bereidt zich vanavond voor op de Batavierenrace. De Roetersrun op het program. Vijf kilometer hollen. Moet kunnen.
319340910938828800,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
319358189198000128,-1,-1,Voor de 41e batavierenrace (26-04 t/m 28-04) zijn wij nog steeds op zoek naar drie gezellige mensen die ons team... http://t.co/1KbQ25rQCz
319404032215097344,-1,-1,Harambee wil graag 5000 euro ophalen voor @kwf_nl. Hoeveel wil  jouw team binnenhalen via http://t.co/GXu7Pbrds7? #batavierenrace
319415486901272576,-1,-1,Het is al bijna zo ver: de Batavierenrace 2013. Ze zoeken nog steeds vrijwilligers. Dus heb je niets te doen... http://t.co/71UdaOAsrd
319437068935757826,-1,-1,"7,7 km in 42:12, bijna klaar voor de #batavierenrace"
319472566135840768,-1,-1,De selectie is geweest en de opstelling is gemaakt. We hebben een sterk team! Lopers worden vanavond op de hoogte gebracht. #Batavierenrace
319474750864896001,-1,-1,RT @UniTeamAdam: De selectie is geweest en de opstelling is gemaakt. We hebben een sterk team! Lopers worden vanavond op de hoogte gebra ...
319494090737725440,-1,-1,RT @UniTeamAdam: De selectie is geweest en de opstelling is gemaakt. We hebben een sterk team! Lopers worden vanavond op de hoogte gebra ...
319506573909168128,-1,-1,RT @UniTeamAdam: De selectie is geweest en de opstelling is gemaakt. We hebben een sterk team! Lopers worden vanavond op de hoogte gebra ...
319527545798279168,-1,-1,Delftse Hout is echt een heerlijk gebied om hard te lopen! #trainen #Batavierenrace
319528199358922752,-1,-1,RT @UniTeamAdam: De selectie is geweest en de opstelling is gemaakt. We hebben een sterk team! Lopers worden vanavond op de hoogte gebra ...
319739519765213184,-1,-1,"Hey mensen,\n\nZijn er nog sportievelingen onder jullie?\nDe Batavierenrace is een jaarlijks terugkerende... http://t.co/WwK6CxGQU3"
319831055039356928,-1,-1,"@FloLuitse thanks babe! It went great! I am ready for the Batavierenrace, bring it on!"
319842169299013632,-1,-1,Filmpje: Campusloop als training voor Bata-race: Het UT/Saxion-team bereidt zich voor op de Batavierenrace. He... http://t.co/eKbHqxyMlc
320069574882115584,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
320257804717940737,-1,-1,"Hardlopen zit er weer op, laat die Batavierenrace maar komen! #zinin"
320276025948917760,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
320304946086039553,-1,-1,RT @MauriceEssers: Stop kanker. Steun het kankeronderzoek bij o.a. MESA+ en MIRA #UTwente. Steun #bata4life! #Batavierenrace http://t.co ...
320527675745783808,-1,-1,Laat die Batavierenrace maar komen!! #nieuweschoenen http://t.co/tZ3MZBbVYu
320580026355556352,-1,-1,"Chaaaaaau, por fin la vuelta #Bata13 _"
320584210870063104,-1,-1,"RT @LiooCasali: Chaaaaaau, por fin la vuelta #Bata13 _"
320904039745335296,-1,-1,Volgende jaar doet #ZHTC mee met #ekiden sportief evenement met lekker weer. nu eerst #batavierenrace #Windesheim
321261737917706240,-1,-1,RT @Batavierenrace: Een leuk artikel ter promotie van de samenwerking tussen @batavierenrace en @kwf_nl Doneer nu! http://t.co/eP6pxgkqXh
321557697633869824,-1,-1,Steun @AEGEE_Utrecht met hun fundraising voor #KWF-Kankerbestrijding tijdens de #Batavierenrace. Ga naar http://t.co/RQmnTAfGhu en doneer!
321562467656400896,-1,-1,In dit kakelverse nummer van UT-Nieuws ook vijf pagina's over de @Batavierenrace!
321563660378062850,-1,-1,RT @MaaikePlatvoet: In dit kakelverse nummer van UT-Nieuws ook vijf pagina's over de @Batavierenrace!
321587658553954304,-1,-1,"Bam. 10,6 km met een gemiddelde snelheid van 11,9 km/h. Laat die #Batavierenrace maar komen! #hardlooptweet"
321625501930254337,-1,-1,Op 27 april loop ik de Batavierenrace. Je kunt mij en mijn team (Donders Devils) sponsoren! http://t.co/a4L5n0gde8
321735136813142016,-1,-1,Wedstrijdschema-explosie vandaag: #bata2013 en 2x competitie senioren aan het programma toegevoegd. #zinin
321909253113802752,-1,-1,Namens F.C. Sopha:\n26-27-28 april vindt de Batavierenrace weer plaats. Voor het geval jullie niet weten wat dit... http://t.co/SfjmcZCuTW
321942225720328192,-1,-1,@DiederikJekel Studenten lopen Batavierenrace voor KWF Kankerbestrijding. Zou je bata4life.nl willen promoten? Onderzoek naar kanker!
